trials,participant,valence,S,R,rt,dataset
37,11,6,left,left,1.8647155645027713,weber_holds_vmismatch_0.6
38,11,6,left,right,3.3432225702958362,weber_holds_vmismatch_0.6
39,11,6,left,left,1.6362397580164318,weber_holds_vmismatch_0.6
40,11,6,left,right,1.7307811934587536,weber_holds_vmismatch_0.6
41,11,7,left,right,2.320337047859603,weber_holds_vmismatch_0.6
42,11,7,left,left,1.8668961808580895,weber_holds_vmismatch_0.6
43,11,7,left,left,1.5331222228874446,weber_holds_vmismatch_0.6
44,11,7,left,left,1.1039699510192287,weber_holds_vmismatch_0.6
45,11,7,left,left,1.2311633552149628,weber_holds_vmismatch_0.6
46,11,7,left,left,1.0853682212038958,weber_holds_vmismatch_0.6
47,11,7,left,left,1.3383347709398936,weber_holds_vmismatch_0.6
48,11,7,left,left,1.6082440551646084,weber_holds_vmismatch_0.6
49,11,7,left,left,0.9372798986133883,weber_holds_vmismatch_0.6
50,11,7,left,left,1.6819106549169731,weber_holds_vmismatch_0.6
51,11,8,left,left,0.9750675818741126,weber_holds_vmismatch_0.6
52,11,8,left,left,0.8485011125808533,weber_holds_vmismatch_0.6
53,11,8,left,left,1.0671518413101575,weber_holds_vmismatch_0.6
54,11,8,left,left,0.69428043624546,weber_holds_vmismatch_0.6
55,11,8,left,left,1.9318710641215582,weber_holds_vmismatch_0.6
56,11,8,left,left,1.678273766884888,weber_holds_vmismatch_0.6
57,11,8,left,left,1.0732468863349245,weber_holds_vmismatch_0.6
58,11,8,left,left,0.8890855217243478,weber_holds_vmismatch_0.6
59,11,8,left,left,1.1259238640169156,weber_holds_vmismatch_0.6
60,11,8,left,left,0.7165596051027754,weber_holds_vmismatch_0.6
61,11,2,right,right,0.9105706288276461,weber_holds_vmismatch_0.6
62,11,2,right,left,1.1595682675554,weber_holds_vmismatch_0.6
63,11,2,right,right,1.43481906580281,weber_holds_vmismatch_0.6
64,11,2,right,right,0.9422310335940953,weber_holds_vmismatch_0.6
65,11,2,right,right,1.081401063814087,weber_holds_vmismatch_0.6
66,11,2,right,right,1.0293371848981634,weber_holds_vmismatch_0.6
67,11,2,right,right,0.9449515282350314,weber_holds_vmismatch_0.6
68,11,2,right,right,0.8141953752959721,weber_holds_vmismatch_0.6
69,11,2,right,left,0.9864167567205744,weber_holds_vmismatch_0.6
70,11,2,right,right,0.8373206747553397,weber_holds_vmismatch_0.6
71,11,3,right,right,1.4482330750233259,weber_holds_vmismatch_0.6
72,11,3,right,right,2.0905232278189647,weber_holds_vmismatch_0.6
73,11,3,right,right,1.9131937133237014,weber_holds_vmismatch_0.6
74,11,3,right,right,1.1453070845473226,weber_holds_vmismatch_0.6
75,11,3,right,left,1.1616345303613609,weber_holds_vmismatch_0.6
76,11,3,right,right,0.9847665444528877,weber_holds_vmismatch_0.6
77,11,3,right,right,1.3171092049525848,weber_holds_vmismatch_0.6
78,11,3,right,right,1.716953438747777,weber_holds_vmismatch_0.6
79,11,3,right,right,1.149105618484947,weber_holds_vmismatch_0.6
80,11,3,right,left,1.3038834927899752,weber_holds_vmismatch_0.6
81,11,4,right,right,2.2238510951942456,weber_holds_vmismatch_0.6
82,11,4,right,right,2.2225654749977988,weber_holds_vmismatch_0.6
83,11,4,right,left,1.9894063313243868,weber_holds_vmismatch_0.6
84,11,4,right,left,1.2062407970393014,weber_holds_vmismatch_0.6
85,11,4,right,right,3.4789315730061587,weber_holds_vmismatch_0.6
86,11,4,right,right,2.3619092253334144,weber_holds_vmismatch_0.6
87,11,4,right,left,1.8060117195353538,weber_holds_vmismatch_0.6
88,11,4,right,left,2.024174551271,weber_holds_vmismatch_0.6
89,11,4,right,right,1.741770523182357,weber_holds_vmismatch_0.6
90,11,4,right,right,1.3561363243563986,weber_holds_vmismatch_0.6
91,11,6,right,left,1.8415312433134554,weber_holds_vmismatch_0.6
92,11,6,right,right,3.5603771804733655,weber_holds_vmismatch_0.6
93,11,6,right,left,1.8756562581883436,weber_holds_vmismatch_0.6
94,11,6,right,right,2.041952183361765,weber_holds_vmismatch_0.6
95,11,6,right,left,2.4103750300872178,weber_holds_vmismatch_0.6
96,11,6,right,right,1.4326861930898231,weber_holds_vmismatch_0.6
97,11,6,right,left,2.417944878902666,weber_holds_vmismatch_0.6
98,11,6,right,right,2.312864407263589,weber_holds_vmismatch_0.6
99,11,6,right,left,2.082756378894187,weber_holds_vmismatch_0.6
100,11,6,right,right,1.9898137178246171,weber_holds_vmismatch_0.6
101,11,7,right,right,1.9093856087738532,weber_holds_vmismatch_0.6
102,11,7,right,right,1.3696056879296388,weber_holds_vmismatch_0.6
103,11,7,right,right,1.760301657699879,weber_holds_vmismatch_0.6
104,11,7,right,right,1.490953236912945,weber_holds_vmismatch_0.6
105,11,7,right,right,1.1471146759515514,weber_holds_vmismatch_0.6
106,11,7,right,right,1.0955888816778223,weber_holds_vmismatch_0.6
107,11,7,right,right,1.2747035381026226,weber_holds_vmismatch_0.6
108,11,7,right,left,1.74891515320794,weber_holds_vmismatch_0.6
109,11,7,right,right,1.6466131539029718,weber_holds_vmismatch_0.6
110,11,7,right,right,1.5660320836062693,weber_holds_vmismatch_0.6
111,11,8,right,right,1.1426943535279215,weber_holds_vmismatch_0.6
112,11,8,right,right,0.8897517988738757,weber_holds_vmismatch_0.6
113,11,8,right,right,0.852405277361612,weber_holds_vmismatch_0.6
114,11,8,right,right,1.0170169500112516,weber_holds_vmismatch_0.6
115,11,8,right,right,0.9193036229627969,weber_holds_vmismatch_0.6
116,11,8,right,right,0.6844306409228897,weber_holds_vmismatch_0.6
117,11,8,right,right,1.2989551593157604,weber_holds_vmismatch_0.6
118,11,8,right,left,1.7222090547198368,weber_holds_vmismatch_0.6
119,11,8,right,right,1.079217640248096,weber_holds_vmismatch_0.6
120,11,8,right,right,1.2686238309108708,weber_holds_vmismatch_0.6
1,12,2,left,left,1.3605333527189596,weber_holds_vmismatch_0.6
2,12,2,left,left,0.9892541269562583,weber_holds_vmismatch_0.6
3,12,2,left,left,1.0111189367423123,weber_holds_vmismatch_0.6
4,12,2,left,left,1.2767794936558985,weber_holds_vmismatch_0.6
5,12,2,left,left,0.813942474776963,weber_holds_vmismatch_0.6
6,12,2,left,left,1.1224703335801485,weber_holds_vmismatch_0.6
7,12,2,left,right,0.852321877525557,weber_holds_vmismatch_0.6
8,12,2,left,left,0.7927426540069553,weber_holds_vmismatch_0.6
9,12,2,left,left,1.2444003080836212,weber_holds_vmismatch_0.6
10,12,2,left,left,0.9588477194604488,weber_holds_vmismatch_0.6
11,12,3,left,left,1.0307456002738422,weber_holds_vmismatch_0.6
12,12,3,left,left,2.403145050268876,weber_holds_vmismatch_0.6
13,12,3,left,left,2.3475142113144734,weber_holds_vmismatch_0.6
14,12,3,left,left,1.2979859104861113,weber_holds_vmismatch_0.6
15,12,3,left,left,1.3068435026330283,weber_holds_vmismatch_0.6
16,12,3,left,left,1.2987206965568041,weber_holds_vmismatch_0.6
17,12,3,left,right,1.9899279529660865,weber_holds_vmismatch_0.6
18,12,3,left,left,1.473975399430688,weber_holds_vmismatch_0.6
19,12,3,left,left,1.4208060128407836,weber_holds_vmismatch_0.6
20,12,3,left,left,1.307985091819855,weber_holds_vmismatch_0.6
21,12,4,left,left,2.0765687395143004,weber_holds_vmismatch_0.6
22,12,4,left,left,1.70173743281329,weber_holds_vmismatch_0.6
23,12,4,left,right,2.003012728439441,weber_holds_vmismatch_0.6
24,12,4,left,left,1.8505441926099728,weber_holds_vmismatch_0.6
25,12,4,left,left,3.832237483158204,weber_holds_vmismatch_0.6
26,12,4,left,right,1.6960036407739043,weber_holds_vmismatch_0.6
27,12,4,left,right,1.6797097572197082,weber_holds_vmismatch_0.6
28,12,4,left,right,1.7257095440964447,weber_holds_vmismatch_0.6
29,12,4,left,left,1.3988391189826748,weber_holds_vmismatch_0.6
30,12,4,left,right,2.383832468281881,weber_holds_vmismatch_0.6
31,12,6,left,right,1.6399176241144862,weber_holds_vmismatch_0.6
32,12,6,left,right,2.5303372675373184,weber_holds_vmismatch_0.6
33,12,6,left,right,1.9682853325810066,weber_holds_vmismatch_0.6
34,12,6,left,right,2.992782537538763,weber_holds_vmismatch_0.6
35,12,6,left,left,1.7717126675104495,weber_holds_vmismatch_0.6
36,12,6,left,left,2.1689787318516154,weber_holds_vmismatch_0.6
37,12,6,left,left,2.3178728104601616,weber_holds_vmismatch_0.6
38,12,6,left,left,2.2219817289220947,weber_holds_vmismatch_0.6
39,12,6,left,left,2.774181969764173,weber_holds_vmismatch_0.6
40,12,6,left,left,2.703090276365066,weber_holds_vmismatch_0.6
41,12,7,left,left,1.1057557790207286,weber_holds_vmismatch_0.6
42,12,7,left,left,1.3167514266646205,weber_holds_vmismatch_0.6
43,12,7,left,left,1.089832968482858,weber_holds_vmismatch_0.6
44,12,7,left,left,2.296077978037088,weber_holds_vmismatch_0.6
45,12,7,left,right,1.3874925965047993,weber_holds_vmismatch_0.6
46,12,7,left,left,1.6004491740962068,weber_holds_vmismatch_0.6
47,12,7,left,left,1.981174404011434,weber_holds_vmismatch_0.6
48,12,7,left,left,1.6875478073421886,weber_holds_vmismatch_0.6
49,12,7,left,left,1.1441564639606296,weber_holds_vmismatch_0.6
50,12,7,left,left,1.0824858973239415,weber_holds_vmismatch_0.6
51,12,8,left,left,0.8090236294231048,weber_holds_vmismatch_0.6
52,12,8,left,left,0.9030874860604592,weber_holds_vmismatch_0.6
53,12,8,left,left,1.0041910331002832,weber_holds_vmismatch_0.6
54,12,8,left,left,1.027131790583191,weber_holds_vmismatch_0.6
55,12,8,left,left,1.0329044557235434,weber_holds_vmismatch_0.6
56,12,8,left,left,0.8431481214352072,weber_holds_vmismatch_0.6
57,12,8,left,left,0.6745222997671048,weber_holds_vmismatch_0.6
58,12,8,left,left,2.311639401450026,weber_holds_vmismatch_0.6
59,12,8,left,left,1.4546113543751507,weber_holds_vmismatch_0.6
60,12,8,left,left,1.2038814526921362,weber_holds_vmismatch_0.6
61,12,2,right,right,1.1898337044640384,weber_holds_vmismatch_0.6
62,12,2,right,right,1.1790718767851562,weber_holds_vmismatch_0.6
63,12,2,right,right,1.1464451336301948,weber_holds_vmismatch_0.6
64,12,2,right,right,0.8944639334585458,weber_holds_vmismatch_0.6
65,12,2,right,right,0.981455266692689,weber_holds_vmismatch_0.6
66,12,2,right,right,1.2272529263873766,weber_holds_vmismatch_0.6
67,12,2,right,right,1.0724832152456796,weber_holds_vmismatch_0.6
68,12,2,right,right,2.1893569150691885,weber_holds_vmismatch_0.6
69,12,2,right,right,1.1664054428142436,weber_holds_vmismatch_0.6
70,12,2,right,right,1.2623847131377384,weber_holds_vmismatch_0.6
71,12,3,right,right,1.1024624263250942,weber_holds_vmismatch_0.6
72,12,3,right,right,2.103397095153269,weber_holds_vmismatch_0.6
73,12,3,right,right,1.4237090282191613,weber_holds_vmismatch_0.6
74,12,3,right,right,1.3848369615721519,weber_holds_vmismatch_0.6
75,12,3,right,right,1.4500943271337046,weber_holds_vmismatch_0.6
76,12,3,right,right,1.222163760792459,weber_holds_vmismatch_0.6
77,12,3,right,right,1.4113375560626682,weber_holds_vmismatch_0.6
78,12,3,right,right,1.699464899934542,weber_holds_vmismatch_0.6
79,12,3,right,right,1.467232151429045,weber_holds_vmismatch_0.6
80,12,3,right,right,1.772752121841554,weber_holds_vmismatch_0.6
81,12,4,right,right,1.602757543614731,weber_holds_vmismatch_0.6
82,12,4,right,right,3.25963951713125,weber_holds_vmismatch_0.6
83,12,4,right,right,1.4387148631816948,weber_holds_vmismatch_0.6
84,12,4,right,right,2.3470217014729755,weber_holds_vmismatch_0.6
85,12,4,right,right,1.7868439094835553,weber_holds_vmismatch_0.6
86,12,4,right,right,3.382460634257772,weber_holds_vmismatch_0.6
87,12,4,right,right,1.882608568660815,weber_holds_vmismatch_0.6
88,12,4,right,right,2.4576208753418025,weber_holds_vmismatch_0.6
89,12,4,right,right,2.479123293592511,weber_holds_vmismatch_0.6
90,12,4,right,left,1.964185895898731,weber_holds_vmismatch_0.6
91,12,6,right,left,2.239048875915411,weber_holds_vmismatch_0.6
92,12,6,right,left,2.132437742591039,weber_holds_vmismatch_0.6
93,12,6,right,right,1.511174491180764,weber_holds_vmismatch_0.6
94,12,6,right,right,1.585635907387328,weber_holds_vmismatch_0.6
95,12,6,right,right,2.0001947131291082,weber_holds_vmismatch_0.6
96,12,6,right,right,2.297373542050454,weber_holds_vmismatch_0.6
97,12,6,right,right,1.868179860435111,weber_holds_vmismatch_0.6
98,12,6,right,left,1.8495374217093572,weber_holds_vmismatch_0.6
99,12,6,right,right,1.5113968859069216,weber_holds_vmismatch_0.6
100,12,6,right,right,2.209656097277645,weber_holds_vmismatch_0.6
101,12,7,right,left,1.7826636023416604,weber_holds_vmismatch_0.6
102,12,7,right,right,1.6999193554856957,weber_holds_vmismatch_0.6
103,12,7,right,right,1.553554622414709,weber_holds_vmismatch_0.6
104,12,7,right,right,1.4574367854822523,weber_holds_vmismatch_0.6
105,12,7,right,right,0.9694832576821686,weber_holds_vmismatch_0.6
106,12,7,right,left,1.7420469369473284,weber_holds_vmismatch_0.6
107,12,7,right,right,1.1171706683449205,weber_holds_vmismatch_0.6
108,12,7,right,right,0.9464010206930251,weber_holds_vmismatch_0.6
109,12,7,right,right,3.3974281778440156,weber_holds_vmismatch_0.6
110,12,7,right,right,1.2668866831368872,weber_holds_vmismatch_0.6
111,12,8,right,right,0.8498421592315746,weber_holds_vmismatch_0.6
112,12,8,right,right,0.9635384321819496,weber_holds_vmismatch_0.6
113,12,8,right,right,1.2102097975662809,weber_holds_vmismatch_0.6
114,12,8,right,right,1.1033226182040183,weber_holds_vmismatch_0.6
115,12,8,right,right,2.5544108872664077,weber_holds_vmismatch_0.6
116,12,8,right,right,0.983818419573034,weber_holds_vmismatch_0.6
117,12,8,right,right,0.8928044743229275,weber_holds_vmismatch_0.6
118,12,8,right,left,1.2322205364140841,weber_holds_vmismatch_0.6
119,12,8,right,right,0.788978807662585,weber_holds_vmismatch_0.6
120,12,8,right,right,1.0232847278603407,weber_holds_vmismatch_0.6
1,13,2,left,left,1.1810906305555695,weber_holds_vmismatch_0.6
2,13,2,left,right,1.142112739240698,weber_holds_vmismatch_0.6
3,13,2,left,left,2.1632284757517053,weber_holds_vmismatch_0.6
4,13,2,left,left,1.3290536644406548,weber_holds_vmismatch_0.6
5,13,2,left,left,1.309397191986228,weber_holds_vmismatch_0.6
6,13,2,left,left,0.8347583768552691,weber_holds_vmismatch_0.6
7,13,2,left,left,0.8722437986434994,weber_holds_vmismatch_0.6
8,13,2,left,left,2.269457980931363,weber_holds_vmismatch_0.6
9,13,2,left,left,0.9125233181838159,weber_holds_vmismatch_0.6
10,13,2,left,left,0.7064725496189941,weber_holds_vmismatch_0.6
11,13,3,left,right,1.9953502258594875,weber_holds_vmismatch_0.6
12,13,3,left,left,1.4224213641243604,weber_holds_vmismatch_0.6
13,13,3,left,right,1.349435390582352,weber_holds_vmismatch_0.6
14,13,3,left,left,2.0040721089506337,weber_holds_vmismatch_0.6
15,13,3,left,left,1.1100385620963515,weber_holds_vmismatch_0.6
16,13,3,left,left,0.6909445496286755,weber_holds_vmismatch_0.6
17,13,3,left,right,1.408240802156201,weber_holds_vmismatch_0.6
18,13,3,left,left,2.6845754216568305,weber_holds_vmismatch_0.6
19,13,3,left,left,1.005445386096356,weber_holds_vmismatch_0.6
20,13,3,left,left,1.3153125462676591,weber_holds_vmismatch_0.6
21,13,4,left,right,2.358970085010306,weber_holds_vmismatch_0.6
22,13,4,left,right,2.0186659389429935,weber_holds_vmismatch_0.6
23,13,4,left,left,1.8812180435633137,weber_holds_vmismatch_0.6
24,13,4,left,right,2.4822812904783165,weber_holds_vmismatch_0.6
25,13,4,left,left,2.050489897709828,weber_holds_vmismatch_0.6
26,13,4,left,left,2.129911278443453,weber_holds_vmismatch_0.6
27,13,4,left,left,2.482786903458362,weber_holds_vmismatch_0.6
28,13,4,left,left,2.3158915758470586,weber_holds_vmismatch_0.6
29,13,4,left,left,1.8047806102895196,weber_holds_vmismatch_0.6
30,13,4,left,left,2.2540758965436125,weber_holds_vmismatch_0.6
31,13,6,left,right,1.7430115149740344,weber_holds_vmismatch_0.6
32,13,6,left,right,4.7379198991134235,weber_holds_vmismatch_0.6
33,13,6,left,left,2.0480973680944556,weber_holds_vmismatch_0.6
34,13,6,left,left,2.2314050234740703,weber_holds_vmismatch_0.6
35,13,6,left,left,2.4603102163692627,weber_holds_vmismatch_0.6
36,13,6,left,left,2.4297528879490495,weber_holds_vmismatch_0.6
37,13,6,left,left,3.260046640060722,weber_holds_vmismatch_0.6
38,13,6,left,left,1.8709947585371112,weber_holds_vmismatch_0.6
39,13,6,left,right,1.9226988643858263,weber_holds_vmismatch_0.6
40,13,6,left,left,1.6619414432787107,weber_holds_vmismatch_0.6
41,13,7,left,right,2.4356638502370678,weber_holds_vmismatch_0.6
42,13,7,left,left,1.2503472473538124,weber_holds_vmismatch_0.6
43,13,7,left,left,1.0473334890682116,weber_holds_vmismatch_0.6
44,13,7,left,left,1.629419680727046,weber_holds_vmismatch_0.6
45,13,7,left,right,2.0132870882756935,weber_holds_vmismatch_0.6
46,13,7,left,right,2.115849856977336,weber_holds_vmismatch_0.6
47,13,7,left,right,1.7116606633186975,weber_holds_vmismatch_0.6
48,13,7,left,left,1.8866256121479164,weber_holds_vmismatch_0.6
49,13,7,left,left,1.1714307040378165,weber_holds_vmismatch_0.6
50,13,7,left,left,1.4919139912044335,weber_holds_vmismatch_0.6
51,13,8,left,left,0.7211147271896194,weber_holds_vmismatch_0.6
52,13,8,left,left,1.0080017082817427,weber_holds_vmismatch_0.6
53,13,8,left,left,1.0717983322423528,weber_holds_vmismatch_0.6
54,13,8,left,left,2.077189927541811,weber_holds_vmismatch_0.6
55,13,8,left,left,0.8747600672129059,weber_holds_vmismatch_0.6
56,13,8,left,right,1.103414806014272,weber_holds_vmismatch_0.6
57,13,8,left,left,0.8770453926091719,weber_holds_vmismatch_0.6
58,13,8,left,left,1.4697196760822893,weber_holds_vmismatch_0.6
59,13,8,left,left,1.077488190641559,weber_holds_vmismatch_0.6
60,13,8,left,left,1.1193458565489012,weber_holds_vmismatch_0.6
61,13,2,right,right,0.9073226083891175,weber_holds_vmismatch_0.6
62,13,2,right,right,0.8515322015211797,weber_holds_vmismatch_0.6
63,13,2,right,right,0.777140181264127,weber_holds_vmismatch_0.6
64,13,2,right,right,0.9040757699349664,weber_holds_vmismatch_0.6
65,13,2,right,right,0.7312498307706194,weber_holds_vmismatch_0.6
66,13,2,right,right,0.6777251038952972,weber_holds_vmismatch_0.6
67,13,2,right,right,0.8046549411037909,weber_holds_vmismatch_0.6
68,13,2,right,right,0.7783147083702369,weber_holds_vmismatch_0.6
69,13,2,right,right,0.8912604088233795,weber_holds_vmismatch_0.6
70,13,2,right,right,1.0881892205633017,weber_holds_vmismatch_0.6
71,13,3,right,right,1.2626010235649476,weber_holds_vmismatch_0.6
72,13,3,right,right,1.2215913784870793,weber_holds_vmismatch_0.6
73,13,3,right,right,1.5560504870278893,weber_holds_vmismatch_0.6
74,13,3,right,right,1.8987859451772302,weber_holds_vmismatch_0.6
75,13,3,right,right,1.5421225562319605,weber_holds_vmismatch_0.6
76,13,3,right,right,1.325436515345718,weber_holds_vmismatch_0.6
77,13,3,right,right,1.5763749472562367,weber_holds_vmismatch_0.6
78,13,3,right,right,1.1041306809577605,weber_holds_vmismatch_0.6
79,13,3,right,right,1.538419386506842,weber_holds_vmismatch_0.6
80,13,3,right,right,1.1544591122663463,weber_holds_vmismatch_0.6
81,13,4,right,right,2.847842741756149,weber_holds_vmismatch_0.6
82,13,4,right,right,2.594277763799052,weber_holds_vmismatch_0.6
83,13,4,right,left,2.4310855463393777,weber_holds_vmismatch_0.6
84,13,4,right,right,1.7983496530260763,weber_holds_vmismatch_0.6
85,13,4,right,right,1.9403455044740665,weber_holds_vmismatch_0.6
86,13,4,right,right,1.520970339635269,weber_holds_vmismatch_0.6
87,13,4,right,right,2.2211622663768504,weber_holds_vmismatch_0.6
88,13,4,right,left,1.7977479823771838,weber_holds_vmismatch_0.6
89,13,4,right,left,3.3224444189195403,weber_holds_vmismatch_0.6
90,13,4,right,left,3.305149203633468,weber_holds_vmismatch_0.6
91,13,6,right,left,1.560566823788804,weber_holds_vmismatch_0.6
92,13,6,right,right,1.6383422692331708,weber_holds_vmismatch_0.6
93,13,6,right,left,2.311505521073336,weber_holds_vmismatch_0.6
94,13,6,right,right,2.1084959254721714,weber_holds_vmismatch_0.6
95,13,6,right,right,2.47841940268183,weber_holds_vmismatch_0.6
96,13,6,right,left,1.9745418039056595,weber_holds_vmismatch_0.6
97,13,6,right,right,1.8459266361366138,weber_holds_vmismatch_0.6
98,13,6,right,left,1.4398836246610718,weber_holds_vmismatch_0.6
99,13,6,right,right,2.8768536186387745,weber_holds_vmismatch_0.6
100,13,6,right,right,3.6056260414140424,weber_holds_vmismatch_0.6
101,13,7,right,right,1.2810547322318053,weber_holds_vmismatch_0.6
102,13,7,right,right,1.2419373414371224,weber_holds_vmismatch_0.6
103,13,7,right,right,1.5426804243875987,weber_holds_vmismatch_0.6
104,13,7,right,right,1.2771355496253334,weber_holds_vmismatch_0.6
105,13,7,right,right,2.6689548852285236,weber_holds_vmismatch_0.6
106,13,7,right,right,1.9302257022940976,weber_holds_vmismatch_0.6
107,13,7,right,right,3.6804082892860843,weber_holds_vmismatch_0.6
108,13,7,right,left,1.2844104601652901,weber_holds_vmismatch_0.6
109,13,7,right,right,1.1796553746244198,weber_holds_vmismatch_0.6
110,13,7,right,left,2.0092443428677575,weber_holds_vmismatch_0.6
111,13,8,right,right,0.696308567398687,weber_holds_vmismatch_0.6
112,13,8,right,right,0.9159631144895779,weber_holds_vmismatch_0.6
113,13,8,right,right,1.3074050298754814,weber_holds_vmismatch_0.6
114,13,8,right,right,1.488308589695073,weber_holds_vmismatch_0.6
115,13,8,right,right,0.8439461506213759,weber_holds_vmismatch_0.6
116,13,8,right,right,1.4131124184643293,weber_holds_vmismatch_0.6
117,13,8,right,right,1.42986356514777,weber_holds_vmismatch_0.6
118,13,8,right,left,0.851743715998591,weber_holds_vmismatch_0.6
119,13,8,right,right,0.9849266824445824,weber_holds_vmismatch_0.6
120,13,8,right,right,1.2473397257892083,weber_holds_vmismatch_0.6
1,14,2,left,left,0.8336117002686134,weber_holds_vmismatch_0.6
2,14,2,left,left,1.8254031725419824,weber_holds_vmismatch_0.6
3,14,2,left,right,1.0865754797710825,weber_holds_vmismatch_0.6
4,14,2,left,left,1.124381416247828,weber_holds_vmismatch_0.6
5,14,2,left,left,1.3440076186525924,weber_holds_vmismatch_0.6
6,14,2,left,left,1.1543420984205033,weber_holds_vmismatch_0.6
7,14,2,left,left,1.1464394893528909,weber_holds_vmismatch_0.6
8,14,2,left,left,0.9097233146464139,weber_holds_vmismatch_0.6
9,14,2,left,left,0.6854270757895512,weber_holds_vmismatch_0.6
10,14,2,left,left,0.8393112054213334,weber_holds_vmismatch_0.6
11,14,3,left,left,2.5637707032028327,weber_holds_vmismatch_0.6
12,14,3,left,left,0.9389236246755155,weber_holds_vmismatch_0.6
13,14,3,left,left,1.2057842812465804,weber_holds_vmismatch_0.6
14,14,3,left,right,1.8317035821857142,weber_holds_vmismatch_0.6
15,14,3,left,left,1.216018779750194,weber_holds_vmismatch_0.6
16,14,3,left,left,1.0824770716293914,weber_holds_vmismatch_0.6
17,14,3,left,left,1.6324675499009909,weber_holds_vmismatch_0.6
18,14,3,left,left,1.4138513425895693,weber_holds_vmismatch_0.6
19,14,3,left,left,1.1400554925120063,weber_holds_vmismatch_0.6
20,14,3,left,left,1.7976669791044257,weber_holds_vmismatch_0.6
21,14,4,left,left,2.2549716922234593,weber_holds_vmismatch_0.6
22,14,4,left,left,2.481405782396153,weber_holds_vmismatch_0.6
23,14,4,left,right,1.783945240541664,weber_holds_vmismatch_0.6
24,14,4,left,left,2.20514969803351,weber_holds_vmismatch_0.6
25,14,4,left,right,2.5056940713859452,weber_holds_vmismatch_0.6
26,14,4,left,left,2.1812552903725577,weber_holds_vmismatch_0.6
27,14,4,left,right,1.7694071923204842,weber_holds_vmismatch_0.6
28,14,4,left,left,2.327236238578956,weber_holds_vmismatch_0.6
29,14,4,left,left,1.7427502235179397,weber_holds_vmismatch_0.6
30,14,4,left,left,2.7224389233123474,weber_holds_vmismatch_0.6
31,14,6,left,left,2.799838018426353,weber_holds_vmismatch_0.6
32,14,6,left,left,1.8529006906359708,weber_holds_vmismatch_0.6
33,14,6,left,right,2.600517242493221,weber_holds_vmismatch_0.6
34,14,6,left,right,2.4827649899452338,weber_holds_vmismatch_0.6
35,14,6,left,right,1.8443947044106022,weber_holds_vmismatch_0.6
36,14,6,left,right,2.370518690395723,weber_holds_vmismatch_0.6
37,14,6,left,right,2.3431548033657577,weber_holds_vmismatch_0.6
38,14,6,left,right,1.5667870167527134,weber_holds_vmismatch_0.6
39,14,6,left,right,2.9438828226853238,weber_holds_vmismatch_0.6
40,14,6,left,left,2.817956890270018,weber_holds_vmismatch_0.6
41,14,7,left,left,1.6116020509293407,weber_holds_vmismatch_0.6
42,14,7,left,left,2.04126926233432,weber_holds_vmismatch_0.6
43,14,7,left,right,1.6843502850818264,weber_holds_vmismatch_0.6
44,14,7,left,left,1.6003912497576531,weber_holds_vmismatch_0.6
45,14,7,left,left,1.7075138269189405,weber_holds_vmismatch_0.6
46,14,7,left,left,1.3777356099535685,weber_holds_vmismatch_0.6
47,14,7,left,right,1.7862500159518884,weber_holds_vmismatch_0.6
48,14,7,left,left,1.8377034844173978,weber_holds_vmismatch_0.6
49,14,7,left,right,1.438967208613709,weber_holds_vmismatch_0.6
50,14,7,left,left,1.4546943877034653,weber_holds_vmismatch_0.6
51,14,8,left,left,0.9338489004624935,weber_holds_vmismatch_0.6
52,14,8,left,left,1.131327056664393,weber_holds_vmismatch_0.6
53,14,8,left,left,0.9342601324329971,weber_holds_vmismatch_0.6
54,14,8,left,left,3.178946996141699,weber_holds_vmismatch_0.6
55,14,8,left,left,0.9375786397368959,weber_holds_vmismatch_0.6
56,14,8,left,left,0.850643788317053,weber_holds_vmismatch_0.6
57,14,8,left,left,0.9994847239235822,weber_holds_vmismatch_0.6
58,14,8,left,left,1.2319187454600007,weber_holds_vmismatch_0.6
59,14,8,left,left,0.9222719013328418,weber_holds_vmismatch_0.6
60,14,8,left,left,0.8528659510561118,weber_holds_vmismatch_0.6
61,14,2,right,right,0.6386260894561541,weber_holds_vmismatch_0.6
62,14,2,right,right,0.9995530945919986,weber_holds_vmismatch_0.6
63,14,2,right,left,1.4836038032780128,weber_holds_vmismatch_0.6
64,14,2,right,right,0.793136781017288,weber_holds_vmismatch_0.6
65,14,2,right,right,1.0898137285370395,weber_holds_vmismatch_0.6
66,14,2,right,right,1.1565470872190462,weber_holds_vmismatch_0.6
67,14,2,right,right,0.9844137271117472,weber_holds_vmismatch_0.6
68,14,2,right,right,1.171642492411664,weber_holds_vmismatch_0.6
69,14,2,right,right,1.3005481936903025,weber_holds_vmismatch_0.6
70,14,2,right,right,0.8082028479761882,weber_holds_vmismatch_0.6
71,14,3,right,left,1.7991747246620164,weber_holds_vmismatch_0.6
72,14,3,right,right,2.2620389504139493,weber_holds_vmismatch_0.6
73,14,3,right,right,1.6405035279128501,weber_holds_vmismatch_0.6
74,14,3,right,left,1.0425608506124786,weber_holds_vmismatch_0.6
75,14,3,right,right,0.9922411959171291,weber_holds_vmismatch_0.6
76,14,3,right,right,1.1910820322320284,weber_holds_vmismatch_0.6
77,14,3,right,right,1.3745858843376282,weber_holds_vmismatch_0.6
78,14,3,right,right,3.2615844253786426,weber_holds_vmismatch_0.6
